Year,EndDate,Net,LG,totcount
2014,2014-07-09,220W,3,3
2014,2014-07-10,218E,3,2
2014,2014-07-10,218W,3,17
2014,2014-07-10,220E,3,31
2014,2014-07-10,220W,3,1
2014,2014-07-11,214E,3,1
2014,2014-07-11,214W,3,3
2014,2014-07-11,218E,3,10
2014,2014-07-11,218W,3,9
2014,2014-07-11,220E,3,17
2014,2014-07-11,220W,3,4
2014,2014-07-12,214E,3,2
2014,2014-07-12,214W,3,38
2014,2014-07-12,218E,3,17
2014,2014-07-12,218W,3,5
2014,2014-07-12,220E,3,6
2014,2014-07-12,220W,3,15
2014,2014-07-12,230N,3,5
2014,2014-07-12,230S,3,6
2014,2014-07-13,214W,3,15
2014,2014-07-13,218E,3,20
2014,2014-07-13,218W,3,4
2014,2014-07-13,220E,3,2
2014,2014-07-13,220W,3,3
2014,2014-07-13,230N,3,3
2014,2014-07-13,230S,3,1
2014,2014-07-14,214E,3,2
2014,2014-07-14,214W,3,21
2014,2014-07-14,220E,3,5
2014,2014-07-14,230N,3,1
2014,2014-07-14,230S,3,1
2014,2014-07-15,218E,3,5
2014,2014-07-15,218W,3,1
2014,2014-07-15,220E,3,7
2014,2014-07-15,230S,3,2
2014,2014-07-16,218E,3,7
2014,2014-07-16,220E,3,3
2014,2014-07-16,220W,3,1
2014,2014-07-17,218E,3,9
2014,2014-07-17,218W,3,2
2014,2014-07-17,220E,3,1
2014,2014-07-17,230N,3,2
2014,2014-07-17,230S,3,2
2014,2014-07-18,214E,3,1
2014,2014-07-18,214W,3,4
2014,2014-07-18,218E,3,3
2014,2014-07-18,230S,3,2
2014,2014-07-19,214W,3,7
2014,2014-07-19,218E,3,1
2014,2014-07-19,218W,3,1
2014,2014-07-19,220E,3,9
2014,2014-07-19,220W,3,5
2014,2014-07-19,230N,3,5
2014,2014-07-20,214W,3,2
2014,2014-07-20,218E,3,4
2014,2014-07-20,220E,3,1
2014,2014-07-20,220W,3,2
2014,2014-07-20,230N,3,1
2014,2014-07-21,218W,3,2
2014,2014-07-21,220E,3,1
2014,2014-07-21,220W,3,6
2014,2014-07-25,218W,3,1
2014,2014-07-26,214W,3,2
2014,2014-07-26,218W,3,2
2014,2014-07-26,230S,3,1
2014,2014-07-27,214W,3,2
2014,2014-07-27,218E,3,1
2014,2014-07-27,220E,3,1
2014,2014-07-28,218E,3,2
2014,2014-07-28,218W,3,2
2014,2014-07-29,214W,3,5
2014,2014-07-29,218E,3,1
2014,2014-07-29,220E,3,1
2014,2014-07-29,230N,3,1
2014,2014-07-29,230S,3,4
2014,2014-07-30,214W,3,1
2014,2014-07-30,218E,3,1
2014,2014-07-30,218W,3,1
2014,2014-07-30,220E,3,3
2014,2014-07-30,220W,3,5
2014,2014-07-31,218E,3,1
2014,2014-07-31,220E,3,5
2014,2014-08-01,214E,3,1
2014,2014-08-01,214W,3,3
2014,2014-08-01,220E,3,5
2014,2014-08-01,230N,3,1
2014,2014-08-01,230S,3,1
2014,2014-08-02,220E,3,1
2014,2014-08-02,220W,3,3
2014,2014-08-02,230N,3,1
2014,2014-08-03,230N,3,1
2014,2014-08-03,230S,3,1
2014,2014-08-04,218W,3,1
2014,2014-08-04,220E,3,1
2014,2014-08-05,214W,3,3
2014,2014-08-05,220E,3,1
2014,2014-08-06,214W,3,1
2014,2014-08-06,218E,3,1
2014,2014-08-07,220W,3,1
2014,2014-08-08,218E,3,1
2014,2014-08-08,218W,3,2
2014,2014-08-08,220E,3,4
2014,2014-08-09,220E,3,10
2014,2014-08-10,214W,3,2
2014,2014-08-10,218W,3,1
2014,2014-08-10,220E,3,5
2014,2014-08-11,214W,3,3
2014,2014-08-11,218E,3,1
2014,2014-08-11,218W,3,1
2014,2014-08-11,220E,3,4
2014,2014-08-12,214W,3,2
2014,2014-08-12,220E,3,2
2014,2014-08-12,220W,3,1
2014,2014-08-13,218E,3,1
2014,2014-08-13,220E,3,2
2014,2014-08-13,220W,3,1
2014,2014-08-14,214W,3,2
2014,2014-08-14,218E,3,1
2014,2014-08-14,220E,3,7
2014,2014-08-16,220E,3,4
2014,2014-08-17,220E,3,6
2014,2014-08-18,214E,3,1
2014,2014-08-18,214W,3,4
2014,2014-08-18,218E,3,3
2014,2014-08-19,214E,3,4
2014,2014-08-19,214W,3,21
2014,2014-08-19,218W,3,1
2014,2014-08-20,214W,3,1
2014,2014-08-20,218E,3,1
2014,2014-08-20,218W,3,10
2014,2014-08-22,220W,3,1
2014,2014-08-23,218W,3,1
2014,2014-08-25,214W,3,1
2014,2014-08-25,230N,3,4
2014,2014-08-25,230S,3,1
2014,2014-08-26,218E,3,1
2014,2014-08-26,218W,3,1
2014,2014-08-27,214W,3,1
2014,2014-08-28,218E,3,1
2014,2014-08-28,218W,3,6
2014,2014-08-28,220E,3,2
2014,2014-08-28,220W,3,1
2014,2014-08-30,220E,3,1
2014,2014-08-31,214W,3,3
2014,2014-09-01,214W,3,3
2015,2015-07-02,230N,3,1
2015,2015-07-02,230S,3,3
2015,2015-07-03,230N,3,0
2015,2015-07-03,230S,3,2
2015,2015-07-04,230N,3,0
2015,2015-07-04,230S,3,3
2015,2015-07-05,218E,3,5
2015,2015-07-05,218W,3,0
2015,2015-07-05,230N,3,0
2015,2015-07-05,230S,3,4
2015,2015-07-06,218E,3,9
2015,2015-07-06,218W,3,2
2015,2015-07-06,230N,3,0
2015,2015-07-06,230S,3,1
2015,2015-07-07,218E,3,13
2015,2015-07-07,218W,3,1
2015,2015-07-07,230N,3,1
2015,2015-07-07,230S,3,3
2015,2015-07-08,230N,3,0
2015,2015-07-08,230S,3,1
2015,2015-07-10,220E,3,8
2015,2015-07-10,220W,3,2
2015,2015-07-10,230N,3,0
2015,2015-07-10,230S,3,0
2015,2015-07-11,214E,3,0
2015,2015-07-11,214W,3,5
2015,2015-07-11,218E,3,0
2015,2015-07-11,218W,3,0
2015,2015-07-11,220E,3,0
2015,2015-07-11,220W,3,1
2015,2015-07-11,230N,3,0
2015,2015-07-11,230S,3,1
2015,2015-07-12,214E,3,1
2015,2015-07-12,214W,3,12
2015,2015-07-12,218E,3,1
2015,2015-07-12,218W,3,0
2015,2015-07-12,220E,3,4
2015,2015-07-12,220W,3,1
2015,2015-07-12,230N,3,0
2015,2015-07-12,230S,3,1
2015,2015-07-13,214E,3,0
2015,2015-07-13,214W,3,6
2015,2015-07-13,218E,3,4
2015,2015-07-13,218W,3,0
2015,2015-07-13,220E,3,7
2015,2015-07-13,220W,3,2
2015,2015-07-13,230N,3,2
2015,2015-07-13,230S,3,0
2015,2015-07-14,214E,3,0
2015,2015-07-14,214W,3,3
2015,2015-07-14,218E,3,2
2015,2015-07-14,218W,3,0
2015,2015-07-14,220E,3,0
2015,2015-07-14,220W,3,4
2015,2015-07-14,230S,3,1
2015,2015-07-15,214E,3,1
2015,2015-07-15,214W,3,1
2015,2015-07-15,218E,3,2
2015,2015-07-15,218W,3,4
2015,2015-07-15,220E,3,3
2015,2015-07-15,220W,3,2
2015,2015-07-15,230N,3,0
2015,2015-07-15,230S,3,0
2015,2015-07-16,214E,3,0
2015,2015-07-16,214W,3,5
2015,2015-07-16,218E,3,0
2015,2015-07-16,218W,3,0
2015,2015-07-16,220E,3,3
2015,2015-07-16,220W,3,1
2015,2015-07-16,230N,3,0
2015,2015-07-16,230S,3,0
2015,2015-07-17,214E,3,0
2015,2015-07-17,214W,3,0
2015,2015-07-17,218E,3,4
2015,2015-07-17,218W,3,1
2015,2015-07-17,220E,3,2
2015,2015-07-17,220W,3,4
2015,2015-07-17,230N,3,0
2015,2015-07-17,230S,3,0
2015,2015-07-18,214E,3,0
2015,2015-07-18,214W,3,0
2015,2015-07-18,218E,3,2
2015,2015-07-18,218W,3,3
2015,2015-07-18,220E,3,1
2015,2015-07-18,220W,3,2
2015,2015-07-18,230N,3,0
2015,2015-07-18,230S,3,0
2015,2015-07-19,214E,3,0
2015,2015-07-19,214W,3,1
2015,2015-07-19,218E,3,9
2015,2015-07-19,218W,3,5
2015,2015-07-19,220E,3,0
2015,2015-07-19,220W,3,3
2015,2015-07-19,230N,3,0
2015,2015-07-19,230S,3,0
2015,2015-07-20,214E,3,0
2015,2015-07-20,214W,3,1
2015,2015-07-20,218E,3,3
2015,2015-07-20,218W,3,2
2015,2015-07-20,220E,3,0
2015,2015-07-20,220W,3,0
2015,2015-07-20,230N,3,0
2015,2015-07-20,230S,3,0
2015,2015-07-21,214E,3,0
2015,2015-07-21,214W,3,1
2015,2015-07-21,218E,3,1
2015,2015-07-21,218W,3,1
2015,2015-07-21,220E,3,0
2015,2015-07-21,220W,3,1
2015,2015-07-21,230N,3,1
2015,2015-07-21,230S,3,0
2015,2015-07-22,214E,3,0
2015,2015-07-22,214W,3,2
2015,2015-07-22,230N,3,0
2015,2015-07-22,230S,3,0
2015,2015-07-23,230N,3,0
2015,2015-07-23,230S,3,0
2015,2015-07-24,214E,3,0
2015,2015-07-24,214W,3,0
2015,2015-07-24,218E,3,0
2015,2015-07-24,218W,3,4
2015,2015-07-24,220E,3,5
2015,2015-07-24,220W,3,2
2015,2015-07-24,230N,3,0
2015,2015-07-24,230S,3,0
2015,2015-07-25,214E,3,0
2015,2015-07-25,214W,3,3
2015,2015-07-25,218E,3,0
2015,2015-07-25,218W,3,0
2015,2015-07-25,220E,3,0
2015,2015-07-25,220W,3,1
2015,2015-07-25,230N,3,0
2015,2015-07-25,230S,3,2
2015,2015-07-26,214E,3,0
2015,2015-07-26,214W,3,0
2015,2015-07-26,218E,3,1
2015,2015-07-26,218W,3,0
2015,2015-07-26,220E,3,0
2015,2015-07-26,220W,3,0
2015,2015-07-26,230N,3,0
2015,2015-07-26,230S,3,2
2015,2015-07-27,214E,3,0
2015,2015-07-27,214W,3,0
2015,2015-07-27,218E,3,0
2015,2015-07-27,218W,3,1
2015,2015-07-27,220E,3,0
2015,2015-07-27,220W,3,1
2015,2015-07-27,230N,3,0
2015,2015-07-27,230S,3,0
2015,2015-07-28,214E,3,0
2015,2015-07-28,214W,3,0
2015,2015-07-28,218E,3,0
2015,2015-07-28,218W,3,1
2015,2015-07-28,220E,3,1
2015,2015-07-28,220W,3,0
2015,2015-07-28,230N,3,0
2015,2015-07-28,230S,3,0
2015,2015-07-29,214E,3,0
2015,2015-07-29,214W,3,1
2015,2015-07-29,218E,3,0
2015,2015-07-29,218W,3,0
2015,2015-07-29,220E,3,0
2015,2015-07-29,220W,3,1
2015,2015-07-29,230N,3,0
2015,2015-07-29,230S,3,0
2015,2015-07-30,214E,3,0
2015,2015-07-30,214W,3,1
2015,2015-07-30,218E,3,0
2015,2015-07-30,218W,3,0
2015,2015-07-30,220E,3,0
2015,2015-07-30,220W,3,0
2015,2015-07-30,230N,3,1
2015,2015-07-30,230S,3,0
2015,2015-07-31,214E,3,0
2015,2015-07-31,214W,3,2
2015,2015-07-31,218E,3,0
2015,2015-07-31,218W,3,0
2015,2015-07-31,220E,3,0
2015,2015-07-31,220W,3,0
2015,2015-07-31,230N,3,0
2015,2015-07-31,230S,3,0
2015,2015-08-01,218E,3,0
2015,2015-08-01,218W,3,2
2015,2015-08-01,220E,3,0
2015,2015-08-01,220W,3,0
2015,2015-08-01,230N,3,1
2015,2015-08-01,230S,3,0
2015,2015-08-02,218E,3,0
2015,2015-08-02,218W,3,0
2015,2015-08-02,220E,3,0
2015,2015-08-02,220W,3,0
2015,2015-08-02,230N,3,0
2015,2015-08-02,230S,3,2
2015,2015-08-03,218E,3,1
2015,2015-08-03,218W,3,1
2015,2015-08-03,220E,3,0
2015,2015-08-03,220W,3,0
2015,2015-08-03,230N,3,0
2015,2015-08-03,230S,3,0
2015,2015-08-04,218E,3,0
2015,2015-08-04,218W,3,0
2015,2015-08-04,220E,3,0
2015,2015-08-04,220W,3,0
2015,2015-08-05,218E,3,1
2015,2015-08-05,218W,3,0
2015,2015-08-05,220E,3,0
2015,2015-08-05,220W,3,0
2015,2015-08-05,230N,3,0
2015,2015-08-05,230S,3,2
2015,2015-08-06,214E,3,0
2015,2015-08-06,214W,3,0
2015,2015-08-06,218E,3,3
2015,2015-08-06,218W,3,1
2015,2015-08-06,220E,3,0
2015,2015-08-06,220W,3,0
2015,2015-08-06,230N,3,0
2015,2015-08-06,230S,3,0
2015,2015-08-07,214E,3,0
2015,2015-08-07,214W,3,0
2015,2015-08-07,218E,3,5
2015,2015-08-07,218W,3,2
2015,2015-08-07,220E,3,0
2015,2015-08-07,220W,3,0
2015,2015-08-07,230N,3,0
2015,2015-08-07,230S,3,0
2015,2015-08-08,214E,3,0
2015,2015-08-08,214W,3,3
2015,2015-08-08,218E,3,1
2015,2015-08-08,218W,3,2
2015,2015-08-08,220E,3,0
2015,2015-08-08,220W,3,1
2015,2015-08-08,230N,3,1
2015,2015-08-08,230S,3,1
2015,2015-08-09,214E,3,0
2015,2015-08-09,214W,3,1
2015,2015-08-09,218E,3,0
2015,2015-08-09,218W,3,0
2015,2015-08-09,220E,3,0
2015,2015-08-09,220W,3,0
2015,2015-08-09,230N,3,1
2015,2015-08-09,230S,3,0
2015,2015-08-10,214E,3,2
2015,2015-08-10,214W,3,0
2015,2015-08-10,218E,3,1
2015,2015-08-10,218W,3,0
2015,2015-08-10,230N,3,0
2015,2015-08-10,230S,3,0
2015,2015-08-11,214E,3,0
2015,2015-08-11,214W,3,0
2015,2015-08-11,218E,3,2
2015,2015-08-11,218W,3,1
2015,2015-08-11,220E,3,2
2015,2015-08-11,220W,3,0
2015,2015-08-11,230N,3,2
2015,2015-08-12,214E,3,0
2015,2015-08-12,214W,3,0
2015,2015-08-12,218E,3,1
2015,2015-08-12,218W,3,1
2015,2015-08-12,220E,3,0
2015,2015-08-12,220W,3,0
2015,2015-08-12,230N,3,0
2015,2015-08-12,230S,3,1
2015,2015-08-13,214E,3,0
2015,2015-08-13,214W,3,0
2015,2015-08-13,218E,3,1
2015,2015-08-13,218W,3,0
2015,2015-08-13,220E,3,1
2015,2015-08-13,220W,3,0
2015,2015-08-13,230N,3,0
2015,2015-08-13,230S,3,0
2015,2015-08-14,214E,3,0
2015,2015-08-14,214W,3,0
2015,2015-08-14,218E,3,0
2015,2015-08-14,218W,3,0
2015,2015-08-14,220E,3,0
2015,2015-08-14,220W,3,0
2015,2015-08-14,230N,3,0
2015,2015-08-14,230S,3,0
2015,2015-08-15,214E,3,0
2015,2015-08-15,214W,3,0
2015,2015-08-15,218E,3,0
2015,2015-08-15,218W,3,0
2015,2015-08-15,220E,3,0
2015,2015-08-15,220W,3,0
2015,2015-08-15,230N,3,0
2015,2015-08-15,230S,3,1
2015,2015-08-16,214E,3,0
2015,2015-08-16,214W,3,0
2015,2015-08-16,218E,3,0
2015,2015-08-16,218W,3,0
2015,2015-08-16,220E,3,0
2015,2015-08-16,220W,3,0
2015,2015-08-16,230N,3,0
2015,2015-08-16,230S,3,0
2015,2015-08-17,214E,3,0
2015,2015-08-17,214W,3,1
2015,2015-08-17,218E,3,0
2015,2015-08-17,218W,3,0
2015,2015-08-17,220E,3,3
2015,2015-08-17,220W,3,0
2015,2015-08-17,230N,3,0
2015,2015-08-17,230S,3,0
2015,2015-08-18,220E,3,1
2015,2015-08-18,220W,3,0
2015,2015-08-18,230N,3,1
2015,2015-08-18,230S,3,0
2015,2015-08-19,218E,3,1
2015,2015-08-19,218W,3,0
2015,2015-08-19,220E,3,3
2015,2015-08-19,220W,3,0
2015,2015-08-19,230N,3,0
2015,2015-08-19,230S,3,0
2015,2015-08-20,214E,3,0
2015,2015-08-20,214W,3,2
2015,2015-08-20,218E,3,2
2015,2015-08-20,218W,3,0
2015,2015-08-20,220E,3,0
2015,2015-08-20,220W,3,1
2015,2015-08-20,230N,3,0
2015,2015-08-20,230S,3,0
2015,2015-08-21,214E,3,0
2015,2015-08-21,214W,3,3
2015,2015-08-22,214E,3,1
2015,2015-08-22,214W,3,12
2015,2015-08-22,218E,3,1
2015,2015-08-22,218W,3,1
2015,2015-08-22,220E,3,3
2015,2015-08-22,220W,3,0
2015,2015-08-22,230N,3,0
2015,2015-08-22,230S,3,0
2015,2015-08-23,214E,3,1
2015,2015-08-23,214W,3,1
2015,2015-08-23,230N,3,0
2015,2015-08-23,230S,3,0
2015,2015-08-24,214E,3,0
2015,2015-08-24,214W,3,2
2015,2015-08-24,218E,3,2
2015,2015-08-24,218W,3,0
2015,2015-08-24,220E,3,2
2015,2015-08-24,220W,3,1
2015,2015-08-24,230N,3,0
2015,2015-08-24,230S,3,0
2015,2015-08-25,214E,3,0
2015,2015-08-25,214W,3,1
2015,2015-08-25,218E,3,0
2015,2015-08-25,218W,3,0
2015,2015-08-25,230N,3,0
2015,2015-08-25,230S,3,0
2015,2015-08-26,214E,3,0
2015,2015-08-26,214W,3,1
2015,2015-08-26,218E,3,0
2015,2015-08-26,218W,3,0
2015,2015-08-26,230N,3,0
2015,2015-08-26,230S,3,0
2016,2016-07-02,230N,3,0
2016,2016-07-02,230S,3,1
2016,2016-07-03,214E,3,0
2016,2016-07-03,214W,3,8
2016,2016-07-03,230N,3,0
2016,2016-07-03,230S,3,1
2016,2016-07-04,214E,3,8
2016,2016-07-04,214W,3,3
2016,2016-07-04,218E,3,3
2016,2016-07-04,218W,3,4
2016,2016-07-04,230N,3,0
2016,2016-07-04,230S,3,0
2016,2016-07-05,214E,3,2
2016,2016-07-05,214W,3,22
2016,2016-07-05,218E,3,3
2016,2016-07-05,218W,3,4
2016,2016-07-05,230N,3,0
2016,2016-07-05,230S,3,1
2016,2016-07-06,214E,3,0
2016,2016-07-06,214W,3,10
2016,2016-07-06,218E,3,5
2016,2016-07-06,218W,3,0
2016,2016-07-06,230N,3,1
2016,2016-07-06,230S,3,1
2016,2016-07-07,214E,3,1
2016,2016-07-07,214W,3,4
2016,2016-07-07,218E,3,10
2016,2016-07-07,218W,3,8
2016,2016-07-07,220E,3,4
2016,2016-07-07,220W,3,2
2016,2016-07-07,230N,3,0
2016,2016-07-07,230S,3,0
2016,2016-07-08,214E,3,2
2016,2016-07-08,214W,3,6
2016,2016-07-08,218E,3,7
2016,2016-07-08,218W,3,1
2016,2016-07-08,220E,3,4
2016,2016-07-08,220W,3,0
2016,2016-07-08,230N,3,1
2016,2016-07-08,230S,3,0
2016,2016-07-09,214E,3,0
2016,2016-07-09,214W,3,6
2016,2016-07-09,218E,3,4
2016,2016-07-09,218W,3,2
2016,2016-07-09,220E,3,4
2016,2016-07-09,220W,3,7
2016,2016-07-09,230N,3,0
2016,2016-07-09,230S,3,0
2016,2016-07-10,214E,3,0
2016,2016-07-10,214W,3,24
2016,2016-07-10,218E,3,5
2016,2016-07-10,218W,3,3
2016,2016-07-10,220E,3,12
2016,2016-07-10,220W,3,6
2016,2016-07-10,230N,3,0
2016,2016-07-10,230S,3,1
2016,2016-07-11,214E,3,0
2016,2016-07-11,214W,3,3
2016,2016-07-11,218E,3,2
2016,2016-07-11,218W,3,9
2016,2016-07-11,220E,3,0
2016,2016-07-11,220W,3,4
2016,2016-07-11,230N,3,0
2016,2016-07-11,230S,3,2
2016,2016-07-12,214E,3,0
2016,2016-07-12,214W,3,3
2016,2016-07-12,218E,3,1
2016,2016-07-12,218W,3,8
2016,2016-07-12,220E,3,1
2016,2016-07-12,220W,3,5
2016,2016-07-12,230N,3,0
2016,2016-07-12,230S,3,2
2016,2016-07-13,214E,3,4
2016,2016-07-13,214W,3,2
2016,2016-07-13,218E,3,18
2016,2016-07-13,218W,3,6
2016,2016-07-13,220E,3,6
2016,2016-07-13,220W,3,1
2016,2016-07-13,230N,3,0
2016,2016-07-13,230S,3,6
2016,2016-07-14,214E,3,1
2016,2016-07-14,214W,3,34
2016,2016-07-14,218E,3,8
2016,2016-07-14,218W,3,15
2016,2016-07-14,220E,3,8
2016,2016-07-14,220W,3,11
2016,2016-07-14,230N,3,0
2016,2016-07-14,230S,3,3
2016,2016-07-15,218E,3,35
2016,2016-07-15,218W,3,17
2016,2016-07-15,230N,3,1
2016,2016-07-15,230S,3,1
2016,2016-07-21,218E,3,9
2016,2016-07-21,218W,3,8
2016,2016-07-21,220E,3,2
2016,2016-07-21,220W,3,2
2016,2016-07-21,230N,3,1
2016,2016-07-21,230S,3,14
2016,2016-07-22,218E,3,4
2016,2016-07-22,218W,3,4
2016,2016-07-22,220E,3,2
2016,2016-07-22,220W,3,7
2016,2016-07-22,230N,3,2
2016,2016-07-22,230S,3,9
2016,2016-07-23,218E,3,3
2016,2016-07-23,218W,3,4
2016,2016-07-23,220E,3,2
2016,2016-07-23,220W,3,1
2016,2016-07-23,230N,3,0
2016,2016-07-23,230S,3,1
2016,2016-07-24,218E,3,1
2016,2016-07-24,218W,3,1
2016,2016-07-24,220E,3,3
2016,2016-07-24,220W,3,3
2016,2016-07-24,230N,3,0
2016,2016-07-24,230S,3,1
2016,2016-07-25,218E,3,1
2016,2016-07-25,218W,3,0
2016,2016-07-25,220E,3,4
2016,2016-07-25,220W,3,3
2016,2016-07-25,230N,3,0
2016,2016-07-25,230S,3,0
2016,2016-07-26,218E,3,5
2016,2016-07-26,218W,3,4
2016,2016-07-26,220E,3,6
2016,2016-07-26,220W,3,0
2016,2016-07-26,230N,3,1
2016,2016-07-26,230S,3,0
2016,2016-07-27,214E,3,0
2016,2016-07-27,214W,3,7
2016,2016-07-27,218E,3,2
2016,2016-07-27,218W,3,1
2016,2016-07-27,220E,3,0
2016,2016-07-27,220W,3,2
2016,2016-07-27,230N,3,1
2016,2016-07-27,230S,3,0
2016,2016-07-28,214E,3,2
2016,2016-07-28,214W,3,12
2016,2016-07-28,218E,3,1
2016,2016-07-28,218W,3,1
2016,2016-07-28,220E,3,3
2016,2016-07-28,220W,3,0
2016,2016-07-28,230N,3,0
2016,2016-07-28,230S,3,0
2016,2016-07-29,218E,3,2
2016,2016-07-29,218W,3,11
2016,2016-07-29,220E,3,1
2016,2016-07-29,220W,3,0
2016,2016-07-29,230N,3,0
2016,2016-07-29,230S,3,0
2016,2016-07-30,218E,3,0
2016,2016-07-30,218W,3,0
2016,2016-07-30,220E,3,0
2016,2016-07-30,220W,3,0
2016,2016-07-30,230N,3,0
2016,2016-07-30,230S,3,1
2016,2016-07-31,218E,3,0
2016,2016-07-31,218W,3,1
2016,2016-07-31,220E,3,0
2016,2016-07-31,220W,3,0
2016,2016-07-31,230N,3,1
2016,2016-07-31,230S,3,7
2016,2016-08-01,218E,3,1
2016,2016-08-01,218W,3,0
2016,2016-08-01,220E,3,0
2016,2016-08-01,220W,3,0
2016,2016-08-01,230N,3,0
2016,2016-08-01,230S,3,4
2016,2016-08-02,218E,3,2
2016,2016-08-02,218W,3,2
2016,2016-08-03,220E,3,2
2016,2016-08-03,220W,3,0
2016,2016-08-04,218E,3,1
2016,2016-08-04,218W,3,1
2016,2016-08-04,220E,3,0
2016,2016-08-04,220W,3,0
2016,2016-08-04,230N,3,0
2016,2016-08-04,230S,3,2
2016,2016-08-05,218E,3,1
2016,2016-08-05,218W,3,0
2016,2016-08-05,220E,3,0
2016,2016-08-05,220W,3,2
2016,2016-08-05,230N,3,0
2016,2016-08-05,230S,3,0
2016,2016-08-06,218E,3,0
2016,2016-08-06,218W,3,0
2016,2016-08-06,220E,3,7
2016,2016-08-06,220W,3,7
2016,2016-08-06,230N,3,0
2016,2016-08-06,230S,3,1
2016,2016-08-07,214E,3,2
2016,2016-08-07,214W,3,6
2016,2016-08-07,218E,3,1
2016,2016-08-07,218W,3,1
2016,2016-08-07,220E,3,2
2016,2016-08-07,220W,3,0
2016,2016-08-07,230N,3,0
2016,2016-08-07,230S,3,0
2016,2016-08-08,214E,3,2
2016,2016-08-08,214W,3,1
2016,2016-08-08,218E,3,0
2016,2016-08-08,218W,3,9
2016,2016-08-08,220E,3,0
2016,2016-08-08,220W,3,4
2016,2016-08-08,230N,3,0
2016,2016-08-08,230S,3,0
2016,2016-08-09,214E,3,1
2016,2016-08-09,214W,3,4
2016,2016-08-09,218E,3,3
2016,2016-08-09,218W,3,0
2016,2016-08-09,220E,3,0
2016,2016-08-09,220W,3,1
2016,2016-08-09,230N,3,0
2016,2016-08-09,230S,3,10
2016,2016-08-10,214E,3,0
2016,2016-08-10,214W,3,3
2016,2016-08-10,218E,3,0
2016,2016-08-10,218W,3,0
2016,2016-08-10,220E,3,0
2016,2016-08-10,220W,3,0
2016,2016-08-10,230N,3,0
2016,2016-08-11,214E,3,0
2016,2016-08-11,214W,3,1
2016,2016-08-11,218E,3,0
2016,2016-08-11,218W,3,0
2016,2016-08-11,220E,3,0
2016,2016-08-11,220W,3,0
2016,2016-08-11,230N,3,0
2016,2016-08-11,230S,3,0
2016,2016-08-12,214E,3,0
2016,2016-08-12,214W,3,1
2016,2016-08-13,214E,3,0
2016,2016-08-13,214W,3,0
2016,2016-08-13,218E,3,0
2016,2016-08-13,218W,3,0
2016,2016-08-13,220E,3,4
2016,2016-08-13,220W,3,0
2016,2016-08-13,230N,3,2
2016,2016-08-13,230S,3,0
2016,2016-08-14,214E,3,0
2016,2016-08-14,214W,3,1
2016,2016-08-14,218E,3,0
2016,2016-08-14,218W,3,1
2016,2016-08-14,220E,3,0
2016,2016-08-14,220W,3,1
2016,2016-08-14,230N,3,0
2016,2016-08-14,230S,3,0
2016,2016-08-15,214E,3,0
2016,2016-08-15,214W,3,1
2016,2016-08-15,220E,3,0
2016,2016-08-15,220W,3,1
2016,2016-08-15,230N,3,0
2016,2016-08-15,230S,3,0
2016,2016-08-16,218E,3,0
2016,2016-08-16,218W,3,3
2016,2016-08-16,220E,3,0
2016,2016-08-16,220W,3,1
2016,2016-08-17,218E,3,0
2016,2016-08-17,218W,3,1
2016,2016-08-17,220E,3,0
2016,2016-08-17,220W,3,0
2016,2016-08-18,218E,3,0
2016,2016-08-18,218W,3,1
2016,2016-08-19,218E,3,0
2016,2016-08-19,218W,3,1
2016,2016-08-20,218E,3,1
2016,2016-08-20,218W,3,3
2016,2016-08-20,220E,3,0
2016,2016-08-20,220W,3,0
2016,2016-08-21,230N,3,2
2016,2016-08-21,230S,3,3
2016,2016-08-23,214E,3,0
2016,2016-08-23,214W,3,14
2016,2016-08-23,218E,3,0
2016,2016-08-23,218W,3,1
2016,2016-08-23,220E,3,6
2016,2016-08-23,220W,3,1
2016,2016-08-23,230N,3,5
2016,2016-08-23,230S,3,3
2016,2016-08-24,214E,3,1
2016,2016-08-24,214W,3,2
2016,2016-08-24,218E,3,0
2016,2016-08-24,218W,3,0
2016,2016-08-24,220E,3,2
2016,2016-08-24,220W,3,0
2016,2016-08-24,230N,3,1
2016,2016-08-24,230S,3,2
2016,2016-08-25,214E,3,1
2016,2016-08-25,214W,3,10
2016,2016-08-25,218E,3,1
2016,2016-08-25,218W,3,3
2016,2016-08-25,220E,3,4
2016,2016-08-25,220W,3,2
2016,2016-08-25,230N,3,4
2016,2016-08-25,230S,3,8
2016,2016-08-26,218E,3,2
2016,2016-08-26,218W,3,2
2016,2016-08-26,220E,3,0
2016,2016-08-26,220W,3,0
2016,2016-08-26,230N,3,7
2016,2016-08-26,230S,3,27
2016,2016-08-27,218E,3,4
2016,2016-08-27,218W,3,4
2016,2016-08-27,220E,3,3
2016,2016-08-27,220W,3,0
2016,2016-08-27,230N,3,1
2016,2016-08-27,230S,3,1
2016,2016-08-28,218E,3,5
2016,2016-08-28,218W,3,4
2016,2016-08-28,220E,3,0
2016,2016-08-28,220W,3,0
2016,2016-08-28,230N,3,1
2016,2016-08-28,230S,3,3
2016,2016-08-29,218E,3,1
2016,2016-08-29,218W,3,0
2016,2016-08-29,220E,3,0
2016,2016-08-29,220W,3,1
2016,2016-08-29,230N,3,4
2016,2016-08-29,230S,3,16
2016,2016-08-30,218E,3,0
2016,2016-08-30,218W,3,1
2016,2016-08-30,230N,3,0
2016,2016-08-30,230S,3,2
